	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_5960	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_5994	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_6318	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_6324	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_6330	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_6334	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_6335	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_6336	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_6337	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_6350	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_6361	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_6366	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_6373	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_6381	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_6466	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_6475	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_6490	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_6506	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_6519	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_6540	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_6546	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_6629	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_6674	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_6946	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_6951	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_6953	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_6958	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_6969	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_6972	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_6987	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_6997	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_7004	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_7022	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_7025	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_7026	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_7027	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_7031	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_7052	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_7086	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_7087	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_7088	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_7094	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_7102	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_7129	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_7131	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_7134	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_7150	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_7153	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_7274	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_7290	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_7301	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_7303	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_7305	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_7306	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_7321	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_7327	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_7328	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_7333	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_7336	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_7343	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_7347	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_7366	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_7385	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_7387	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_7417	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_7439	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_7449	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_7453	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_7454	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_7891	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_7895	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_7896	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_7903	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_7921	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_7924	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_7926	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_7929	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_7939	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_7941	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_7944	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_7946	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_7952	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_7958	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_7970	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_7973	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_7981	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_7982	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_7985	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8004	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8007	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8010	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8021	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8026	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8045	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8048	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8049	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8053	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8060	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8070	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8077	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8081	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8085	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8093	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8094	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8097	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8099	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8100	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8103	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8107	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8115	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8125	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8128	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8129	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8132	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8159	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8164	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8170	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8180	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8193	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8196	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8201	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8214	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8227	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8228	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8235	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8249	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8275	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8276	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8296	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8300	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8301	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8311	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8319	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8325	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8332	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8348	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8358	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8359	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8364	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8388	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8397	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8399	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8403	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8434	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8440	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8488	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8492	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8496	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8505	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8508	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8534	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8538	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8539	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8554	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8560	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8570	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8579	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8588	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8612	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8614	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8615	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8633	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8640	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8643	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8645	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8647	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8651	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8660	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8665	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8667	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8671	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8676	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8694	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8697	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8702	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8716	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8725	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8730	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8734	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8747	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8754	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8776	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8844	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8851	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8856	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8888	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8889	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8896	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8912	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8929	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8934	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8977	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8981	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_8987	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_9016	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_9028	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_9029	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_9039	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_9047	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_9077	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_9083	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_9097	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_9102	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_9104	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_9111	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_9114	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_9129	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_9135	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_9139	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_9147	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_9159	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_9165	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_9174	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_9175	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_9177	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_9189	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_9201	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_9206	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_9217	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_9224	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_9239	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_9255	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_9269	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_9283	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_9287	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_9289	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_9309	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_9328	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
ASV_9341	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II_NA	Clade II_NA
